Date,Fremont Bridge Total,Fremont Bridge East Sidewalk,Fremont Bridge West Sidewalk
10/29/2012 08:00:00 AM,274,187,87
10/29/2012 09:00:00 AM,152,101,51
10/29/2012 10:00:00 AM,73,37,36
10/29/2012 11:00:00 AM,55,26,29
10/29/2012 12:00:00 PM,57,36,21
10/29/2012 01:00:00 PM,63,40,23
10/29/2012 02:00:00 PM,82,48,34
10/29/2012 03:00:00 PM,89,36,53
10/29/2012 04:00:00 PM,177,92,85
10/29/2012 05:00:00 PM,376,129,247
10/29/2012 06:00:00 PM,246,82,164
10/29/2012 07:00:00 PM,93,35,58
10/29/2012 08:00:00 PM,55,19,36
10/29/2012 09:00:00 PM,40,13,27
10/29/2012 10:00:00 PM,15,6,9
10/29/2012 11:00:00 PM,17,8,9
10/30/2012 12:00:00 AM,15,8,7
10/30/2012 01:00:00 AM,1,1,0
10/30/2012 02:00:00 AM,5,4,1
10/30/2012 03:00:00 AM,3,1,2
10/30/2012 04:00:00 AM,6,3,3
10/30/2012 05:00:00 AM,24,18,6
10/30/2012 06:00:00 AM,82,59,23
10/30/2012 07:00:00 AM,200,151,49
10/30/2012 08:00:00 AM,260,185,75
10/30/2012 09:00:00 AM,141,88,53
10/30/2012 10:00:00 AM,56,33,23
10/30/2012 11:00:00 AM,35,22,13
10/30/2012 12:00:00 PM,30,17,13
10/30/2012 01:00:00 PM,41,27,14
10/30/2012 02:00:00 PM,43,19,24
10/30/2012 03:00:00 PM,64,33,31
10/30/2012 04:00:00 PM,113,43,70
10/30/2012 05:00:00 PM,282,83,199
10/30/2012 06:00:00 PM,189,57,132
10/30/2012 07:00:00 PM,65,21,44
10/30/2012 08:00:00 PM,35,15,20
10/30/2012 09:00:00 PM,16,8,8
10/30/2012 10:00:00 PM,16,8,8
10/30/2012 11:00:00 PM,13,8,5
10/31/2012 12:00:00 AM,4,2,2
10/31/2012 01:00:00 AM,5,4,1
10/31/2012 02:00:00 AM,2,2,0
10/31/2012 03:00:00 AM,1,0,1
10/31/2012 04:00:00 AM,11,7,4
10/31/2012 05:00:00 AM,11,7,4
10/31/2012 06:00:00 AM,69,47,22
10/31/2012 07:00:00 AM,170,133,37
10/31/2012 08:00:00 AM,245,169,76
10/31/2012 09:00:00 AM,125,88,37
10/31/2012 10:00:00 AM,42,26,16
10/31/2012 11:00:00 AM,53,36,17
10/31/2012 12:00:00 PM,55,28,27
10/31/2012 01:00:00 PM,35,14,21
10/31/2012 02:00:00 PM,49,28,21
10/31/2012 03:00:00 PM,80,32,48
10/31/2012 04:00:00 PM,151,57,94
10/31/2012 05:00:00 PM,280,91,189
10/31/2012 06:00:00 PM,143,43,100
10/31/2012 07:00:00 PM,88,34,54
10/31/2012 08:00:00 PM,45,14,31
10/31/2012 09:00:00 PM,14,8,6
10/31/2012 10:00:00 PM,14,8,6
10/31/2012 11:00:00 PM,18,5,13
11/01/2012 12:00:00 AM,7,4,3
11/01/2012 01:00:00 AM,5,2,3
11/01/2012 02:00:00 AM,2,1,1
11/01/2012 03:00:00 AM,0,0,0
11/01/2012 04:00:00 AM,6,2,4
11/01/2012 05:00:00 AM,18,11,7
11/01/2012 06:00:00 AM,89,63,26
11/01/2012 07:00:00 AM,198,146,52
11/01/2012 08:00:00 AM,260,179,81
11/01/2012 09:00:00 AM,130,75,55
11/01/2012 10:00:00 AM,56,39,17
11/01/2012 11:00:00 AM,40,23,17
11/01/2012 12:00:00 PM,58,27,31
11/01/2012 01:00:00 PM,68,41,27
11/01/2012 02:00:00 PM,71,42,29
11/01/2012 03:00:00 PM,100,40,60
11/01/2012 04:00:00 PM,187,94,93
11/01/2012 05:00:00 PM,316,93,223
11/01/2012 06:00:00 PM,233,71,162
11/01/2012 07:00:00 PM,106,38,68
11/01/2012 08:00:00 PM,59,24,35
11/01/2012 09:00:00 PM,40,22,18
11/01/2012 10:00:00 PM,21,13,8
11/01/2012 11:00:00 PM,21,11,10
11/02/2012 12:00:00 AM,6,4,2
11/02/2012 01:00:00 AM,7,3,4
11/02/2012 02:00:00 AM,2,2,0
11/02/2012 03:00:00 AM,4,3,1
11/02/2012 04:00:00 AM,10,5,5
11/02/2012 05:00:00 AM,17,11,6
11/02/2012 06:00:00 AM,114,76,38
11/02/2012 07:00:00 AM,230,162,68
11/02/2012 08:00:00 AM,336,245,91
11/02/2012 09:00:00 AM,198,133,65
11/02/2012 10:00:00 AM,80,41,39
11/02/2012 11:00:00 AM,75,41,34
11/02/2012 12:00:00 PM,80,49,31
11/02/2012 01:00:00 PM,107,59,48
11/02/2012 02:00:00 PM,91,62,29
11/02/2012 03:00:00 PM,159,92,67
11/02/2012 04:00:00 PM,235,114,121
11/02/2012 05:00:00 PM,348,94,254
11/02/2012 06:00:00 PM,195,73,122
11/02/2012 07:00:00 PM,73,23,50
11/02/2012 08:00:00 PM,41,17,24
11/02/2012 09:00:00 PM,33,20,13
11/02/2012 10:00:00 PM,23,10,13
11/02/2012 11:00:00 PM,14,6,8
11/03/2012 12:00:00 AM,12,7,5
11/03/2012 01:00:00 AM,6,2,4
11/03/2012 02:00:00 AM,5,3,2
11/03/2012 03:00:00 AM,2,2,0
11/03/2012 04:00:00 AM,4,2,2
11/03/2012 05:00:00 AM,12,6,6
11/03/2012 06:00:00 AM,13,10,3
11/03/2012 07:00:00 AM,13,7,6
11/03/2012 08:00:00 AM,33,19,14
11/03/2012 09:00:00 AM,69,33,36
11/03/2012 10:00:00 AM,62,36,26
11/03/2012 11:00:00 AM,88,49,39
11/03/2012 12:00:00 PM,79,55,24
11/03/2012 01:00:00 PM,82,47,35
11/03/2012 02:00:00 PM,109,55,54
11/03/2012 03:00:00 PM,71,35,36
11/03/2012 04:00:00 PM,73,41,32
11/03/2012 05:00:00 PM,65,31,34
11/03/2012 06:00:00 PM,52,27,25
11/03/2012 07:00:00 PM,35,19,16
11/03/2012 08:00:00 PM,24,9,15
11/03/2012 09:00:00 PM,9,4,5
11/03/2012 10:00:00 PM,13,7,6
11/03/2012 11:00:00 PM,21,7,14
11/04/2012 12:00:00 AM,18,7,11
11/04/2012 01:00:00 AM,10,6,4
11/04/2012 02:00:00 AM,10,5,5
11/04/2012 03:00:00 AM,3,1,2
11/04/2012 04:00:00 AM,3,1,2
11/04/2012 05:00:00 AM,7,5,2
11/04/2012 06:00:00 AM,12,9,3
11/04/2012 07:00:00 AM,29,17,12
11/04/2012 08:00:00 AM,51,27,24
11/04/2012 09:00:00 AM,68,34,34
11/04/2012 10:00:00 AM,75,47,28
11/04/2012 11:00:00 AM,90,56,34
11/04/2012 12:00:00 PM,112,68,44
11/04/2012 01:00:00 PM,98,57,41
11/04/2012 02:00:00 PM,73,44,29
11/04/2012 03:00:00 PM,90,45,45
11/04/2012 04:00:00 PM,97,46,51
11/04/2012 05:00:00 PM,55,19,36
11/04/2012 06:00:00 PM,42,27,15
11/04/2012 07:00:00 PM,12,4,8
11/04/2012 08:00:00 PM,21,10,11
11/04/2012 09:00:00 PM,13,5,8
11/04/2012 10:00:00 PM,13,6,7
11/04/2012 11:00:00 PM,9,2,7
11/05/2012 12:00:00 AM,7,5,2
11/05/2012 01:00:00 AM,3,2,1
11/05/2012 02:00:00 AM,2,1,1
11/05/2012 03:00:00 AM,3,1,2
11/05/2012 04:00:00 AM,5,2,3
11/05/2012 05:00:00 AM,25,18,7
11/05/2012 06:00:00 AM,126,81,45
11/05/2012 07:00:00 AM,312,238,74
11/05/2012 08:00:00 AM,373,252,121
11/05/2012 09:00:00 AM,182,105,77
11/05/2012 10:00:00 AM,91,65,26
11/05/2012 11:00:00 AM,57,38,19
11/05/2012 12:00:00 PM,95,41,54
11/05/2012 01:00:00 PM,63,31,32
11/05/2012 02:00:00 PM,98,58,40
11/05/2012 03:00:00 PM,123,65,58
11/05/2012 04:00:00 PM,246,112,134
11/05/2012 05:00:00 PM,470,126,344
11/05/2012 06:00:00 PM,261,84,177
11/05/2012 07:00:00 PM,108,30,78
11/05/2012 08:00:00 PM,68,32,36
11/05/2012 09:00:00 PM,45,21,24
11/05/2012 10:00:00 PM,24,13,11
11/05/2012 11:00:00 PM,23,9,14
11/06/2012 12:00:00 AM,10,5,5
11/06/2012 01:00:00 AM,7,4,3
11/06/2012 02:00:00 AM,5,3,2
11/06/2012 03:00:00 AM,3,1,2
11/06/2012 04:00:00 AM,8,5,3
11/06/2012 05:00:00 AM,27,18,9
11/06/2012 06:00:00 AM,127,94,33
11/06/2012 07:00:00 AM,280,217,63
11/06/2012 08:00:00 AM,371,258,113
11/06/2012 09:00:00 AM,164,109,55
11/06/2012 10:00:00 AM,63,33,30
11/06/2012 11:00:00 AM,54,32,22
11/06/2012 12:00:00 PM,62,30,32
11/06/2012 01:00:00 PM,66,40,26
11/06/2012 02:00:00 PM,75,37,38
11/06/2012 03:00:00 PM,111,53,58
11/06/2012 04:00:00 PM,236,95,141
11/06/2012 05:00:00 PM,403,105,298
11/06/2012 06:00:00 PM,217,70,147
11/06/2012 07:00:00 PM,80,33,47
11/06/2012 08:00:00 PM,43,16,27
11/06/2012 09:00:00 PM,32,12,20
11/06/2012 10:00:00 PM,28,12,16
11/06/2012 11:00:00 PM,21,5,16
11/07/2012 12:00:00 AM,12,6,6
11/07/2012 01:00:00 AM,5,4,1
11/07/2012 02:00:00 AM,6,4,2
11/07/2012 03:00:00 AM,6,1,5
11/07/2012 04:00:00 AM,10,7,3
11/07/2012 05:00:00 AM,14,9,5
11/07/2012 06:00:00 AM,116,82,34
11/07/2012 07:00:00 AM,266,189,77
11/07/2012 08:00:00 AM,371,256,115
11/07/2012 09:00:00 AM,200,137,63
11/07/2012 10:00:00 AM,96,54,42
11/07/2012 11:00:00 AM,58,34,24
11/07/2012 12:00:00 PM,71,35,36
11/07/2012 01:00:00 PM,67,37,30
11/07/2012 02:00:00 PM,104,59,45
11/07/2012 03:00:00 PM,132,60,72
11/07/2012 04:00:00 PM,237,98,139
11/07/2012 05:00:00 PM,387,112,275
11/07/2012 06:00:00 PM,270,99,171
11/07/2012 07:00:00 PM,114,48,66
11/07/2012 08:00:00 PM,67,23,44
11/07/2012 09:00:00 PM,45,19,26
11/07/2012 10:00:00 PM,43,20,23
11/07/2012 11:00:00 PM,22,13,9
11/08/2012 12:00:00 AM,2,1,1
11/08/2012 01:00:00 AM,6,3,3
11/08/2012 02:00:00 AM,4,1,3
11/08/2012 03:00:00 AM,6,2,4
11/08/2012 04:00:00 AM,10,7,3
11/08/2012 05:00:00 AM,24,15,9
11/08/2012 06:00:00 AM,128,82,46
11/08/2012 07:00:00 AM,279,203,76
11/08/2012 08:00:00 AM,348,254,94
11/08/2012 09:00:00 AM,206,130,76
11/08/2012 10:00:00 AM,88,54,34
11/08/2012 11:00:00 AM,76,44,32
11/08/2012 12:00:00 PM,71,40,31
11/08/2012 01:00:00 PM,74,39,35
11/08/2012 02:00:00 PM,89,54,35
11/08/2012 03:00:00 PM,106,47,59
11/08/2012 04:00:00 PM,256,94,162
11/08/2012 05:00:00 PM,394,104,290
11/08/2012 06:00:00 PM,258,89,169
11/08/2012 07:00:00 PM,114,35,79
11/08/2012 08:00:00 PM,59,20,39
11/08/2012 09:00:00 PM,44,15,29
11/08/2012 10:00:00 PM,27,13,14
11/08/2012 11:00:00 PM,22,9,13
11/09/2012 12:00:00 AM,19,11,8
11/09/2012 01:00:00 AM,5,2,3
11/09/2012 02:00:00 AM,5,4,1
11/09/2012 03:00:00 AM,2,0,2
11/09/2012 04:00:00 AM,7,5,2
11/09/2012 05:00:00 AM,15,11,4
11/09/2012 06:00:00 AM,100,60,40
11/09/2012 07:00:00 AM,233,168,65
11/09/2012 08:00:00 AM,329,232,97
11/09/2012 09:00:00 AM,167,114,53
11/09/2012 10:00:00 AM,92,53,39
11/09/2012 11:00:00 AM,75,47,28
11/09/2012 12:00:00 PM,66,46,20
11/09/2012 01:00:00 PM,90,45,45
11/09/2012 02:00:00 PM,102,54,48
11/09/2012 03:00:00 PM,163,76,87
11/09/2012 04:00:00 PM,222,91,131
11/09/2012 05:00:00 PM,324,99,225
11/09/2012 06:00:00 PM,208,66,142
11/09/2012 07:00:00 PM,84,26,58
11/09/2012 08:00:00 PM,32,7,25
11/09/2012 09:00:00 PM,25,13,12
11/09/2012 10:00:00 PM,25,13,12
11/09/2012 11:00:00 PM,16,8,8
11/10/2012 12:00:00 AM,20,5,15
11/10/2012 01:00:00 AM,8,4,4
11/10/2012 02:00:00 AM,10,4,6
11/10/2012 03:00:00 AM,5,3,2
11/10/2012 04:00:00 AM,4,2,2
11/10/2012 05:00:00 AM,9,4,5
11/10/2012 06:00:00 AM,15,6,9
11/10/2012 07:00:00 AM,23,10,13
11/10/2012 08:00:00 AM,44,25,19
11/10/2012 09:00:00 AM,54,30,24
11/10/2012 10:00:00 AM,102,63,39
11/10/2012 11:00:00 AM,102,69,33
11/10/2012 12:00:00 PM,138,75,63
11/10/2012 01:00:00 PM,130,76,54
11/10/2012 02:00:00 PM,142,69,73
11/10/2012 03:00:00 PM,137,96,41
11/10/2012 04:00:00 PM,109,51,58
11/10/2012 05:00:00 PM,72,35,37
11/10/2012 06:00:00 PM,47,17,30
11/10/2012 07:00:00 PM,26,13,13
11/10/2012 08:00:00 PM,24,10,14
11/10/2012 09:00:00 PM,15,7,8
11/10/2012 10:00:00 PM,15,5,10
11/10/2012 11:00:00 PM,18,6,12
11/11/2012 12:00:00 AM,10,7,3
11/11/2012 01:00:00 AM,7,3,4
11/11/2012 02:00:00 AM,8,0,8
11/11/2012 03:00:00 AM,4,3,1
11/11/2012 04:00:00 AM,3,3,0
11/11/2012 05:00:00 AM,3,0,3
11/11/2012 06:00:00 AM,12,1,11
11/11/2012 07:00:00 AM,21,11,10
11/11/2012 08:00:00 AM,36,21,15
11/11/2012 09:00:00 AM,58,28,30
11/11/2012 10:00:00 AM,54,40,14
11/11/2012 11:00:00 AM,58,28,30
11/11/2012 12:00:00 PM,51,27,24
11/11/2012 01:00:00 PM,58,35,23
11/11/2012 02:00:00 PM,71,39,32
11/11/2012 03:00:00 PM,35,19,16
11/11/2012 04:00:00 PM,39,27,12
11/11/2012 05:00:00 PM,27,7,20
11/11/2012 06:00:00 PM,19,5,14
11/11/2012 07:00:00 PM,14,8,6
11/11/2012 08:00:00 PM,11,5,6
11/11/2012 09:00:00 PM,14,6,8
11/11/2012 10:00:00 PM,7,4,3
11/11/2012 11:00:00 PM,8,0,8
11/12/2012 12:00:00 AM,4,4,0
11/12/2012 01:00:00 AM,1,1,0
11/12/2012 02:00:00 AM,4,2,2
11/12/2012 03:00:00 AM,1,0,1
11/12/2012 04:00:00 AM,2,1,1
11/12/2012 05:00:00 AM,11,9,2
11/12/2012 06:00:00 AM,63,44,19
11/12/2012 07:00:00 AM,146,104,42
11/12/2012 08:00:00 AM,213,148,65
11/12/2012 09:00:00 AM,135,81,54
11/12/2012 10:00:00 AM,52,31,21
11/12/2012 11:00:00 AM,46,28,18
11/12/2012 12:00:00 PM,43,28,15
11/12/2012 01:00:00 PM,37,19,18
11/12/2012 02:00:00 PM,60,34,26
11/12/2012 03:00:00 PM,80,36,44
11/12/2012 04:00:00 PM,138,62,76
11/12/2012 05:00:00 PM,261,83,178
11/12/2012 06:00:00 PM,176,63,113
11/12/2012 07:00:00 PM,68,23,45
11/12/2012 08:00:00 PM,23,7,16
11/12/2012 09:00:00 PM,26,11,15
11/12/2012 10:00:00 PM,24,13,11
11/12/2012 11:00:00 PM,17,7,10
11/13/2012 12:00:00 AM,9,4,5
11/13/2012 01:00:00 AM,3,1,2
11/13/2012 02:00:00 AM,4,3,1
11/13/2012 03:00:00 AM,2,1,1
11/13/2012 04:00:00 AM,8,6,2
11/13/2012 05:00:00 AM,25,17,8
11/13/2012 06:00:00 AM,113,76,37
11/13/2012 07:00:00 AM,246,180,66
11/13/2012 08:00:00 AM,318,218,100
11/13/2012 09:00:00 AM,171,104,67
11/13/2012 10:00:00 AM,56,30,26
11/13/2012 11:00:00 AM,52,34,18
11/13/2012 12:00:00 PM,28,22,6
11/13/2012 01:00:00 PM,41,21,20
11/13/2012 02:00:00 PM,51,21,30
11/13/2012 03:00:00 PM,75,37,38
11/13/2012 04:00:00 PM,164,58,106
11/13/2012 05:00:00 PM,331,96,235
11/13/2012 06:00:00 PM,205,63,142
11/13/2012 07:00:00 PM,77,23,54
11/13/2012 08:00:00 PM,40,11,29
11/13/2012 09:00:00 PM,37,8,29
11/13/2012 10:00:00 PM,19,9,10
11/13/2012 11:00:00 PM,12,7,5
11/14/2012 12:00:00 AM,1,0,1
11/14/2012 01:00:00 AM,4,4,0
11/14/2012 02:00:00 AM,4,3,1
11/14/2012 03:00:00 AM,3,0,3
11/14/2012 04:00:00 AM,8,5,3
11/14/2012 05:00:00 AM,24,17,7
11/14/2012 06:00:00 AM,123,86,37
11/14/2012 07:00:00 AM,235,171,64
11/14/2012 08:00:00 AM,353,247,106
11/14/2012 09:00:00 AM,174,120,54
11/14/2012 10:00:00 AM,93,56,37
11/14/2012 11:00:00 AM,64,36,28
11/14/2012 12:00:00 PM,70,31,39
11/14/2012 01:00:00 PM,80,44,36
11/14/2012 02:00:00 PM,78,42,36
11/14/2012 03:00:00 PM,127,57,70
11/14/2012 04:00:00 PM,218,91,127
11/14/2012 05:00:00 PM,416,113,303
11/14/2012 06:00:00 PM,244,75,169
11/14/2012 07:00:00 PM,116,35,81
11/14/2012 08:00:00 PM,67,26,41
11/14/2012 09:00:00 PM,47,11,36
11/14/2012 10:00:00 PM,29,12,17
11/14/2012 11:00:00 PM,22,12,10
11/15/2012 12:00:00 AM,6,2,4
11/15/2012 01:00:00 AM,3,2,1
11/15/2012 02:00:00 AM,4,3,1
11/15/2012 03:00:00 AM,1,0,1
11/15/2012 04:00:00 AM,8,5,3
11/15/2012 05:00:00 AM,25,14,11
11/15/2012 06:00:00 AM,109,79,30
11/15/2012 07:00:00 AM,242,177,65
11/15/2012 08:00:00 AM,309,214,95
11/15/2012 09:00:00 AM,186,112,74
11/15/2012 10:00:00 AM,76,51,25
11/15/2012 11:00:00 AM,77,46,31
11/15/2012 12:00:00 PM,77,42,35
11/15/2012 01:00:00 PM,85,43,42
11/15/2012 02:00:00 PM,105,57,48
11/15/2012 03:00:00 PM,132,70,62
11/15/2012 04:00:00 PM,204,72,132
11/15/2012 05:00:00 PM,328,104,224
11/15/2012 06:00:00 PM,246,76,170
11/15/2012 07:00:00 PM,116,41,75
11/15/2012 08:00:00 PM,63,29,34
11/15/2012 09:00:00 PM,58,29,29
11/15/2012 10:00:00 PM,32,20,12
11/15/2012 11:00:00 PM,28,16,12
11/16/2012 12:00:00 AM,10,6,4
11/16/2012 01:00:00 AM,10,5,5
11/16/2012 02:00:00 AM,3,2,1
11/16/2012 03:00:00 AM,3,2,1
11/16/2012 04:00:00 AM,10,7,3
11/16/2012 05:00:00 AM,18,14,4
11/16/2012 06:00:00 AM,91,60,31
11/16/2012 07:00:00 AM,212,141,71
11/16/2012 08:00:00 AM,277,192,85
11/16/2012 09:00:00 AM,159,111,48
11/16/2012 10:00:00 AM,89,53,36
11/16/2012 11:00:00 AM,73,47,26
11/16/2012 12:00:00 PM,67,35,32
11/16/2012 01:00:00 PM,91,48,43
11/16/2012 02:00:00 PM,75,34,41
11/16/2012 03:00:00 PM,75,32,43
11/16/2012 04:00:00 PM,153,66,87
11/16/2012 05:00:00 PM,239,57,182
11/16/2012 06:00:00 PM,156,50,106
11/16/2012 07:00:00 PM,88,29,59
11/16/2012 08:00:00 PM,46,16,30
11/16/2012 09:00:00 PM,21,7,14
11/16/2012 10:00:00 PM,22,4,18
11/16/2012 11:00:00 PM,18,5,13
11/17/2012 12:00:00 AM,14,4,10
11/17/2012 01:00:00 AM,5,1,4
11/17/2012 02:00:00 AM,5,4,1
11/17/2012 03:00:00 AM,1,0,1
11/17/2012 04:00:00 AM,4,3,1
11/17/2012 05:00:00 AM,5,4,1
11/17/2012 06:00:00 AM,12,4,8
11/17/2012 07:00:00 AM,24,12,12
11/17/2012 08:00:00 AM,31,18,13
11/17/2012 09:00:00 AM,46,25,21
11/17/2012 10:00:00 AM,49,28,21
11/17/2012 11:00:00 AM,66,36,30
11/17/2012 12:00:00 PM,81,56,25
11/17/2012 01:00:00 PM,60,39,21
11/17/2012 02:00:00 PM,43,21,22
11/17/2012 03:00:00 PM,32,15,17
11/17/2012 04:00:00 PM,40,20,20
11/17/2012 05:00:00 PM,29,19,10
11/17/2012 06:00:00 PM,23,9,14
11/17/2012 07:00:00 PM,20,13,7
11/17/2012 08:00:00 PM,15,2,13
11/17/2012 09:00:00 PM,11,7,4
11/17/2012 10:00:00 PM,12,5,7
11/17/2012 11:00:00 PM,12,3,9
11/18/2012 12:00:00 AM,11,6,5
11/18/2012 01:00:00 AM,3,1,2
11/18/2012 02:00:00 AM,3,1,2
11/18/2012 03:00:00 AM,2,0,2
11/18/2012 04:00:00 AM,5,4,1
11/18/2012 05:00:00 AM,3,3,0
11/18/2012 06:00:00 AM,6,3,3
11/18/2012 07:00:00 AM,12,3,9
11/18/2012 08:00:00 AM,16,6,10
11/18/2012 09:00:00 AM,20,8,12
11/18/2012 10:00:00 AM,21,17,4
11/18/2012 11:00:00 AM,28,18,10
11/18/2012 12:00:00 PM,34,23,11
11/18/2012 01:00:00 PM,41,26,15
11/18/2012 02:00:00 PM,45,28,17
11/18/2012 03:00:00 PM,24,14,10
11/18/2012 04:00:00 PM,30,20,10
11/18/2012 05:00:00 PM,22,15,7
11/18/2012 06:00:00 PM,12,6,6
11/18/2012 07:00:00 PM,11,7,4
11/18/2012 08:00:00 PM,14,5,9
11/18/2012 09:00:00 PM,6,2,4
11/18/2012 10:00:00 PM,11,2,9
11/18/2012 11:00:00 PM,12,1,11
11/19/2012 12:00:00 AM,3,3,0
11/19/2012 01:00:00 AM,6,1,5
11/19/2012 02:00:00 AM,2,1,1
11/19/2012 03:00:00 AM,2,0,2
11/19/2012 04:00:00 AM,8,4,4
11/19/2012 05:00:00 AM,15,12,3
11/19/2012 06:00:00 AM,46,33,13
11/19/2012 07:00:00 AM,103,76,27
11/19/2012 08:00:00 AM,139,90,49
11/19/2012 09:00:00 AM,66,39,27
11/19/2012 10:00:00 AM,35,23,12
11/19/2012 11:00:00 AM,13,8,5
11/19/2012 12:00:00 PM,18,9,9
11/19/2012 01:00:00 PM,13,10,3
11/19/2012 02:00:00 PM,32,13,19
11/19/2012 03:00:00 PM,45,15,30
11/19/2012 04:00:00 PM,78,29,49
11/19/2012 05:00:00 PM,155,42,113
11/19/2012 06:00:00 PM,78,24,54
11/19/2012 07:00:00 PM,50,12,38
11/19/2012 08:00:00 PM,18,7,11
11/19/2012 09:00:00 PM,19,10,9
11/19/2012 10:00:00 PM,15,9,6
11/19/2012 11:00:00 PM,8,5,3
11/20/2012 12:00:00 AM,7,2,5
11/20/2012 01:00:00 AM,1,1,0
11/20/2012 02:00:00 AM,3,3,0
11/20/2012 03:00:00 AM,2,0,2
11/20/2012 04:00:00 AM,3,2,1
11/20/2012 05:00:00 AM,14,10,4
11/20/2012 06:00:00 AM,83,55,28
11/20/2012 07:00:00 AM,191,137,54
11/20/2012 08:00:00 AM,263,184,79
11/20/2012 09:00:00 AM,154,101,53
11/20/2012 10:00:00 AM,63,37,26
11/20/2012 11:00:00 AM,31,19,12
11/20/2012 12:00:00 PM,37,23,14
11/20/2012 01:00:00 PM,32,14,18
11/20/2012 02:00:00 PM,37,20,17
11/20/2012 03:00:00 PM,72,25,47
11/20/2012 04:00:00 PM,127,55,72
11/20/2012 05:00:00 PM,285,80,205
11/20/2012 06:00:00 PM,184,54,130
11/20/2012 07:00:00 PM,65,25,40
11/20/2012 08:00:00 PM,33,14,19
11/20/2012 09:00:00 PM,25,9,16
11/20/2012 10:00:00 PM,18,6,12
11/20/2012 11:00:00 PM,11,8,3
11/21/2012 12:00:00 AM,9,3,6
11/21/2012 01:00:00 AM,1,0,1
11/21/2012 02:00:00 AM,3,2,1
11/21/2012 03:00:00 AM,2,1,1
11/21/2012 04:00:00 AM,6,5,1
11/21/2012 05:00:00 AM,9,6,3
11/21/2012 06:00:00 AM,52,37,15
11/21/2012 07:00:00 AM,119,83,36
11/21/2012 08:00:00 AM,183,125,58
11/21/2012 09:00:00 AM,117,84,33
11/21/2012 10:00:00 AM,58,17,41
11/21/2012 11:00:00 AM,30,17,13
11/21/2012 12:00:00 PM,30,14,16
11/21/2012 01:00:00 PM,64,19,45
11/21/2012 02:00:00 PM,74,34,40
11/21/2012 03:00:00 PM,100,38,62
11/21/2012 04:00:00 PM,148,51,97
11/21/2012 05:00:00 PM,139,44,95
11/21/2012 06:00:00 PM,97,36,61
11/21/2012 07:00:00 PM,42,22,20
11/21/2012 08:00:00 PM,40,10,30
11/21/2012 09:00:00 PM,21,9,12
11/21/2012 10:00:00 PM,17,7,10
11/21/2012 11:00:00 PM,9,4,5
11/22/2012 12:00:00 AM,8,5,3
11/22/2012 01:00:00 AM,39,38,1
11/22/2012 02:00:00 AM,4,3,1
11/22/2012 03:00:00 AM,4,3,1
11/22/2012 04:00:00 AM,1,1,0
11/22/2012 05:00:00 AM,4,1,3
11/22/2012 06:00:00 AM,4,1,3
11/22/2012 07:00:00 AM,10,5,5
11/22/2012 08:00:00 AM,23,13,10
11/22/2012 09:00:00 AM,44,22,22
11/22/2012 10:00:00 AM,64,39,25
11/22/2012 11:00:00 AM,88,48,40
11/22/2012 12:00:00 PM,68,39,29
11/22/2012 01:00:00 PM,50,29,21
11/22/2012 02:00:00 PM,37,19,18
11/22/2012 03:00:00 PM,31,17,14
11/22/2012 04:00:00 PM,23,14,9
11/22/2012 05:00:00 PM,7,5,2
11/22/2012 06:00:00 PM,4,2,2
11/22/2012 07:00:00 PM,9,3,6
11/22/2012 08:00:00 PM,9,4,5
11/22/2012 09:00:00 PM,10,9,1
11/22/2012 10:00:00 PM,6,2,4
11/22/2012 11:00:00 PM,7,3,4
11/23/2012 12:00:00 AM,15,12,3
11/23/2012 01:00:00 AM,0,0,0
11/23/2012 02:00:00 AM,2,1,1
11/23/2012 03:00:00 AM,0,0,0
11/23/2012 04:00:00 AM,3,1,2
11/23/2012 05:00:00 AM,9,5,4
11/23/2012 06:00:00 AM,11,4,7
11/23/2012 07:00:00 AM,22,15,7
11/23/2012 08:00:00 AM,25,14,11
11/23/2012 09:00:00 AM,15,9,6
11/23/2012 10:00:00 AM,32,16,16
11/23/2012 11:00:00 AM,16,6,10
11/23/2012 12:00:00 PM,17,7,10
11/23/2012 01:00:00 PM,18,8,10
11/23/2012 02:00:00 PM,23,8,15
11/23/2012 03:00:00 PM,27,18,9
11/23/2012 04:00:00 PM,22,7,15
11/23/2012 05:00:00 PM,31,8,23
11/23/2012 06:00:00 PM,15,7,8
11/23/2012 07:00:00 PM,13,4,9
11/23/2012 08:00:00 PM,14,6,8
11/23/2012 09:00:00 PM,3,3,0
11/23/2012 10:00:00 PM,13,8,5
11/23/2012 11:00:00 PM,9,1,8
11/24/2012 12:00:00 AM,3,1,2
11/24/2012 01:00:00 AM,2,1,1
11/24/2012 02:00:00 AM,4,3,1
11/24/2012 03:00:00 AM,1,1,0
11/24/2012 04:00:00 AM,6,5,1
11/24/2012 05:00:00 AM,6,5,1
11/24/2012 06:00:00 AM,11,3,8
11/24/2012 07:00:00 AM,14,8,6
11/24/2012 08:00:00 AM,30,17,13
11/24/2012 09:00:00 AM,40,20,20
11/24/2012 10:00:00 AM,56,35,21
11/24/2012 11:00:00 AM,67,39,28
11/24/2012 12:00:00 PM,100,57,43
11/24/2012 01:00:00 PM,68,47,21
11/24/2012 02:00:00 PM,117,56,61
11/24/2012 03:00:00 PM,127,66,61
11/24/2012 04:00:00 PM,63,32,31
11/24/2012 05:00:00 PM,30,16,14
